date,Indexed Sales,Public Sector Holidays,Weekday,School,University,TikTok View,TikTok Follower Gain,TikTok Phone Click,Instagram View,Instagram Followers,Facebook View,Facebook Follow,Ramadan,Category,Influencer Post,Event,Public Sector Salary,Private Sector Salary,Had Event,DayOfWeek,Month,IsWeekend
2025-12-11,1.403,0,1,1,1,19772.0,0.0,1.0,21263,40.0,14146,20,0,5,0,0.0,0,0,0,Thursday,December,0
2025-12-12,1.254,0,0,1,1,10919.0,-1.0,0.0,21276,38.0,11866,6,0,5,0,0.0,0,0,0,Friday,December,0
2025-12-13,1.05466667,0,0,1,1,13827.0,-9.0,0.0,21179,58.0,11603,14,0,5,0,0.0,0,0,0,Saturday,December,1
2025-12-14,0.81666667,0,1,1,1,9267.0,-9.0,1.0,16250,45.0,10006,7,0,5,0,0.0,0,0,0,Sunday,December,1
2025-12-15,0.99566667,0,1,1,1,13089.0,-7.0,3.0,21455,48.0,7585,18,0,5,0,0.0,0,0,0,Monday,December,0
2025-12-16,0.798,0,1,1,1,22426.0,-6.0,0.0,15908,24.0,5387,9,0,5,0,0.0,0,0,0,Tuesday,December,0
2025-12-17,0.84666667,0,1,1,1,30970.0,-3.0,0.0,11915,34.0,3912,4,0,5,0,0.0,0,0,0,Wednesday,December,0
2025-12-18,0.87333333,0,1,1,1,12795.0,-18.0,2.0,15508,37.0,3266,5,0,5,0,0.0,0,0,0,Thursday,December,0
2025-12-19,1.16833333,0,0,1,0,13961.0,-4.0,1.0,41656,41.0,7947,10,0,5,1,0.0,0,0,0,Friday,December,0
2025-12-20,0.83066667,0,0,1,0,10789.0,-6.0,0.0,35784,58.0,23536,21,0,5,0,0.0,0,0,0,Saturday,December,1
2025-12-21,0.86933333,0,1,1,0,5239.0,-6.0,1.0,23174,34.0,21670,31,0,5,0,0.0,0,0,0,Sunday,December,1
2025-12-22,0.761,0,1,1,0,7765.0,-6.0,0.0,20877,39.0,15442,16,0,5,0,0.0,0,0,0,Monday,December,0
2025-12-23,0.80233333,0,1,1,0,5498.0,-2.0,0.0,20821,49.0,12689,11,0,5,0,0.24166667,0,0,1,Tuesday,December,0
2025-12-24,0.88633333,0,1,1,0,12354.0,-7.0,3.0,30972,40.0,14832,13,0,5,0,0.80666667,0,0,1,Wednesday,December,0
2025-12-25,1.011,1,1,0,0,9776.0,-10.0,2.0,26675,51.0,15998,19,0,5,0,1.12933333,0,0,1,Thursday,December,0
2025-12-26,1.35733333,1,0,0,0,8388.0,-2.0,1.0,20800,23.0,20258,33,0,5,0,1.48133333,0,0,1,Friday,December,0
2025-12-27,0.92,1,0,0,0,9202.0,-7.0,4.0,42111,58.0,14370,13,0,5,1,1.084,0,0,1,Saturday,December,1
2025-12-28,1.143,1,1,0,0,7138.0,-16.0,3.0,41756,65.0,6393,9,0,5,0,1.012,0,0,1,Sunday,December,1
2025-12-29,0.92733333,1,1,0,0,7008.0,-8.0,2.0,16648,49.0,6257,9,0,5,0,0.34666667,1,0,1,Monday,December,0
2025-12-30,1.18333333,1,1,0,0,6109.0,-14.0,1.0,25152,38.0,10554,12,0,5,0,1.06666667,1,0,1,Tuesday,December,0
2025-12-31,1.01466667,1,1,0,0,5463.0,-2.0,1.0,18377,32.0,7889,13,0,5,0,1.25933333,0,0,1,Wednesday,December,0
