date,Indexed Sales,Public Sector Holidays,Weekday,School,University,Tiktok View,Tiktok Follower Gain,Tiktok Phone click,Instagram View,Instagram Followers,Facebook View,Facebook Follow,Ramazan,catagory,Influncer Post,Event ,Public Sector Salary,Private Sector Salary,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Tiktok View_Lag1,Tiktok View_Lag2,Tiktok View_Lag3,Tiktok Phone click_Lag1,Tiktok Phone click_Lag2,Tiktok Phone click_Lag3,Instagram View_Lag1,Instagram View_Lag2,Instagram View_Lag3,Facebook View_Lag1,Facebook View_Lag2,Facebook View_Lag3,Tiktok View_5Day_Window,Tiktok Phone click_5Day_Window,Instagram View_5Day_Window,Facebook View_5Day_Window,Total_Combined_Income,is_salary_day,day_name
2025-04-26,1.353333333,0,0,1,1,18600.0,9.0,4.0,51851,49.0,81902,30,0,5,0,,0,0,,,,,,,,,,,,,,,16595.0,24428.0,32784.0,8.0,3.0,12.0,58876.0,56566.0,35757.0,104609.0,72573.0,44699.0,93479.0,17.0,194170.0,271195.0,1.353333333,0,Saturday
2025-04-27,1.205333333,0,1,1,1,14831.0,-2.0,0.0,12683,42.0,6882,23,0,5,0,,0,0,,,,,,,,,,,,,,,18600.0,16595.0,24428.0,4.0,8.0,3.0,51851.0,58876.0,56566.0,81902.0,104609.0,72573.0,89796.0,16.0,178400.0,241514.0,1.205333333,0,Sunday
2025-04-28,1.032,0,1,1,1,19025.0,9.0,2.0,14194,36.0,5229,14,0,5,0,,0,0,,,,,,,,,,,,,,,14831.0,18600.0,16595.0,0.0,4.0,8.0,12683.0,51851.0,58876.0,6882.0,81902.0,104609.0,96922.0,10.0,157310.0,160285.0,1.032,0,Monday
2025-04-29,1.104666667,0,1,1,1,20745.0,3.0,2.0,40796,47.0,42892,11,0,5,0,,0,0,,,,,,,,,,,,,,,19025.0,14831.0,18600.0,2.0,0.0,4.0,14194.0,12683.0,51851.0,5229.0,6882.0,81902.0,106164.0,9.0,137297.0,110618.0,1.104666667,0,Tuesday
2025-04-30,1.024,0,1,1,1,23721.0,8.0,2.0,37786,51.0,23380,24,0,5,0,,0,0,,,,,,,,,,,,,,,20745.0,19025.0,14831.0,2.0,2.0,0.0,40796.0,14194.0,12683.0,42892.0,5229.0,6882.0,114710.0,16.0,151887.0,137759.0,1.024,0,Wednesday
2025-05-01,1.366666667,1,1,0,0,27842.0,14.0,3.0,31838,35.0,32235,16,0,5,0,,0,1,,,,,,,,,,,,,,,23721.0,20745.0,19025.0,2.0,2.0,2.0,37786.0,40796.0,14194.0,23380.0,42892.0,5229.0,331283.0,17.0,171082.0,186630.0,1.366666667,0,Thursday
2025-05-02,1.461333333,0,0,1,1,23377.0,2.0,7.0,27273,123.0,34023,18,0,5,0,,0,0,,,,,,,,,,,,,,,27842.0,23721.0,20745.0,3.0,2.0,2.0,31838.0,37786.0,40796.0,32235.0,23380.0,42892.0,636262.0,21.0,171141.0,189156.0,1.461333333,0,Friday
2025-05-03,1.014666667,0,0,1,1,235598.0,77.0,3.0,33389,78.0,54100,19,0,5,0,,0,0,,,,,,,,,,,,,,,23377.0,27842.0,23721.0,7.0,3.0,2.0,27273.0,31838.0,37786.0,34023.0,32235.0,23380.0,842200.0,33.0,218856.0,274290.0,1.014666667,0,Saturday
2025-05-04,1.233333333,0,1,1,1,325724.0,228.0,6.0,40855,69.0,45418,23,0,5,0,,0,0,,,,,,,,,,,,,,,235598.0,23377.0,27842.0,3.0,7.0,3.0,33389.0,27273.0,31838.0,54100.0,34023.0,32235.0,929761.0,35.0,261178.0,338250.0,1.233333333,0,Sunday
2025-05-06,1.165333333,0,1,1,1,229659.0,99.0,14.0,85501,56.0,108514,9,0,5,0,,0,0,,,,,,,,,,,,,,,325724.0,235598.0,23377.0,6.0,3.0,7.0,40855.0,33389.0,27273.0,45418.0,54100.0,34023.0,1065198.0,32.0,288135.0,376525.0,1.165333333,0,Tuesday
2025-05-07,1.180666667,0,1,1,1,115403.0,44.0,5.0,74160,41.0,96195,10,0,5,0,,0,0,,,,,,,,,,,,,,,229659.0,325724.0,235598.0,14.0,6.0,3.0,85501.0,40855.0,33389.0,108514.0,45418.0,54100.0,971615.0,34.0,315035.0,409057.0,1.180666667,0,Wednesday
2025-05-08,1.264,0,1,1,1,158814.0,204.0,4.0,54230,41.0,72298,10,0,5,0,,0,0,,,,,,,,,,,,,,,115403.0,229659.0,325724.0,5.0,14.0,6.0,74160.0,85501.0,40855.0,96195.0,108514.0,45418.0,768070.0,38.0,334076.0,450328.0,1.264,0,Thursday
2025-05-09,1.350666667,0,0,1,1,142015.0,341.0,5.0,60289,28.0,86632,10,0,5,0,,0,0,,,,,,,,,,,,,,,158814.0,115403.0,229659.0,4.0,5.0,14.0,54230.0,74160.0,85501.0,72298.0,96195.0,108514.0,651460.0,27.0,293338.0,389930.0,1.350666667,0,Friday
2025-05-10,1.066666667,0,0,1,1,122179.0,323.0,10.0,59896,39.0,86689,11,0,5,0,,0,0,,,,,,,,,,,,,,,142015.0,158814.0,115403.0,5.0,4.0,5.0,60289.0,54230.0,74160.0,86632.0,72298.0,96195.0,592465.0,27.0,256687.0,342853.0,1.066666667,0,Saturday
2025-05-11,1.066666667,0,1,1,1,113049.0,359.0,3.0,44763,39.0,48116,15,0,5,0,,0,0,,,,,,,,,,,,,,,122179.0,142015.0,158814.0,10.0,5.0,4.0,59896.0,60289.0,54230.0,86689.0,86632.0,72298.0,461107.0,24.0,240894.0,320705.0,1.066666667,0,Sunday
2025-05-12,1.141333333,0,1,1,1,56408.0,189.0,5.0,37509,40.0,49118,16,0,5,0,,0,0,,,,,,,,,,,,,,,113049.0,122179.0,142015.0,3.0,10.0,5.0,44763.0,59896.0,60289.0,48116.0,86689.0,86632.0,366430.0,21.0,212243.0,267573.0,1.141333333,0,Monday
2025-05-13,1.2,0,1,1,1,27456.0,-14.0,1.0,38437,38.0,50150,13,0,5,0,,0,0,,,,,,,,,,,,,,,56408.0,113049.0,122179.0,5.0,3.0,10.0,37509.0,44763.0,59896.0,49118.0,48116.0,86689.0,337195.0,14.0,267531.0,299844.0,1.2,0,Tuesday
2025-05-14,1.181333333,0,1,1,1,47338.0,25.0,2.0,31638,66.0,33500,10,0,5,0,,0,0,,,,,,,,,,,,,,,27456.0,56408.0,113049.0,1.0,5.0,3.0,38437.0,37509.0,44763.0,50150.0,49118.0,48116.0,534735.0,18.0,359627.0,429115.0,1.181333333,0,Wednesday
2025-05-15,1.626666667,0,1,1,1,92944.0,43.0,3.0,115184,63.0,118960,5,0,5,0,0.426666667,1,0,,,,,,,,,,,,,,,47338.0,27456.0,56408.0,2.0,1.0,5.0,31638.0,38437.0,37509.0,33500.0,50150.0,49118.0,691200.0,20.0,425022.0,478926.0,2.053333334,1,Thursday
2025-05-16,1.6,0,0,1,1,310589.0,127.0,7.0,136859,59.0,177387,10,0,5,0,0.333333333,0,0,,,,,,,,,,,,,,,92944.0,47338.0,27456.0,3.0,2.0,1.0,115184.0,31638.0,38437.0,118960.0,33500.0,50150.0,880242.0,22.0,437794.0,568627.0,1.9333333330000002,0,Friday
2025-05-17,1.266666667,0,0,1,1,212873.0,156.0,7.0,102904,175.0,98929,93,0,5,1,0.16,0,0,,,,,,,,,,,,,,,310589.0,92944.0,47338.0,7.0,3.0,2.0,136859.0,115184.0,31638.0,177387.0,118960.0,33500.0,930709.0,30.0,449104.0,571732.0,1.4266666669999999,0,Saturday
2025-05-18,1.066666667,0,1,1,0,216498.0,268.0,3.0,51209,191.0,139851,537,0,5,0,,0,0,,,,,,,,,,,,,,,212873.0,310589.0,92944.0,7.0,7.0,3.0,102904.0,136859.0,115184.0,98929.0,177387.0,118960.0,997968.0,31.0,370963.0,468138.0,1.066666667,0,Sunday
2025-05-19,1.066666667,0,1,1,0,97805.0,108.0,10.0,42948,111.0,36605,151,0,5,0,,0,0,,,,,,,,,,,,,,,216498.0,212873.0,310589.0,3.0,7.0,7.0,51209.0,102904.0,136859.0,139851.0,98929.0,177387.0,898132.0,34.0,260376.0,298842.0,1.066666667,0,Monday
2025-05-20,1.066666667,0,1,1,0,160203.0,176.0,4.0,37043,111.0,15366,64,0,5,0,,0,0,,,,,,,,,,,,,,,97805.0,216498.0,212873.0,10.0,3.0,7.0,42948.0,51209.0,102904.0,36605.0,139851.0,98929.0,802394.0,33.0,184721.0,205411.0,1.066666667,0,Tuesday
2025-05-21,1.066666667,0,1,1,0,210753.0,107.0,10.0,26272,62.0,8091,40,0,5,0,,0,0,,,,,,,,,,,,,,,160203.0,97805.0,216498.0,4.0,10.0,3.0,37043.0,42948.0,51209.0,15366.0,36605.0,139851.0,678547.0,51.0,198032.0,75864.0,1.066666667,0,Wednesday
2025-05-22,1.066666667,0,1,1,0,117135.0,75.0,6.0,27249,51.0,5498,23,0,5,0,,0,0,,,,,,,,,,,,,,,210753.0,160203.0,97805.0,10.0,4.0,10.0,26272.0,37043.0,42948.0,8091.0,15366.0,36605.0,690532.0,41.0,229874.0,53010.0,1.066666667,0,Thursday
2025-05-23,1.165333333,0,0,1,0,92651.0,63.0,21.0,64520,101.0,10304,14,0,5,0,,0,0,,,,,,,,,,,,,,,117135.0,210753.0,160203.0,6.0,10.0,4.0,27249.0,26272.0,37043.0,5498.0,8091.0,15366.0,699567.0,40.0,279126.0,53674.0,1.165333333,0,Friday
2025-05-24,1.433333333,0,0,1,1,109790.0,65.0,0.0,74790,190.0,13751,22,0,5,0,,0,0,,,,,,,,,,,,,,,92651.0,117135.0,210753.0,21.0,6.0,10.0,64520.0,27249.0,26272.0,10304.0,5498.0,8091.0,679142.0,42.0,292749.0,52497.0,1.433333333,0,Saturday
2025-05-25,1.298666667,0,1,1,1,169238.0,108.0,3.0,86295,206.0,16030,26,0,5,0,,0,0,,,,,,,,,,,,,,,109790.0,92651.0,117135.0,0.0,21.0,6.0,74790.0,64520.0,27249.0,13751.0,10304.0,5498.0,667817.0,48.0,287330.0,51199.0,1.298666667,0,Sunday
2025-05-28,1.6,0,1,0,1,190328.0,117.0,12.0,39895,86.0,6914,16,0,5,0,,0,0,,,,,,,,,,,,,,,169238.0,109790.0,92651.0,3.0,0.0,21.0,86295.0,74790.0,64520.0,16030.0,13751.0,10304.0,663839.0,31.0,239174.0,43810.0,1.6,0,Wednesday
2025-05-30,1.046666667,0,0,0,1,105810.0,11.0,12.0,21830,61.0,4200,10,0,5,0,,0,0,,,,,,,,,,,,,,,190328.0,169238.0,109790.0,12.0,3.0,0.0,39895.0,86295.0,74790.0,6914.0,16030.0,13751.0,626204.0,36.0,180324.0,32394.0,1.046666667,0,Friday
2025-05-31,1.066666667,0,0,0,1,88673.0,12.0,4.0,16364,52.0,2915,24,0,5,0,,0,0,,,,,,,,,,,,,,,105810.0,190328.0,169238.0,12.0,12.0,3.0,21830.0,39895.0,86295.0,4200.0,6914.0,16030.0,521115.0,51.0,113699.0,19777.0,1.066666667,0,Saturday
2025-06-01,0.731333333,0,1,0,1,72155.0,9.0,5.0,15940,41.0,2335,12,0,5,0,,0,1,,,,,,,,,,,,,,,88673.0,105810.0,190328.0,4.0,12.0,12.0,16364.0,21830.0,39895.0,2915.0,4200.0,6914.0,379717.0,39.0,125924.0,50808.0,0.731333333,0,Sunday
2025-06-02,1.017333333,0,1,0,1,64149.0,3.0,18.0,19670,44.0,3413,13,0,5,0,,0,0,,,,,,,,,,,,,,,72155.0,88673.0,105810.0,5.0,4.0,12.0,15940.0,16364.0,21830.0,2335.0,2915.0,4200.0,312859.0,28.0,160049.0,85640.0,1.017333333,0,Monday
2025-06-03,0.967181333,0,1,0,1,48930.0,15.0,0.0,52120,46.0,37945,15,0,5,0,,0,0,,,,,,,,,,,,,,,64149.0,72155.0,88673.0,18.0,5.0,4.0,19670.0,15940.0,16364.0,3413.0,2335.0,2915.0,300245.0,28.0,178002.0,107300.0,0.967181333,0,Tuesday
2025-06-04,0.967181333,0,1,0,1,38952.0,1.0,1.0,55955,57.0,39032,8,0,5,0,,0,0,,,,,,,,,,,,,,,48930.0,64149.0,72155.0,0.0,18.0,5.0,52120.0,19670.0,15940.0,37945.0,3413.0,2335.0,263246.0,26.0,187534.0,128543.0,0.967181333,0,Wednesday
2025-06-05,1.248666667,0,1,0,0,76059.0,30.0,4.0,34317,56.0,24575,11,0,5,0,,0,0,,,,,,,,,,,,,,,38952.0,48930.0,64149.0,1.0,0.0,18.0,55955.0,52120.0,19670.0,39032.0,37945.0,3413.0,242520.0,10.0,180956.0,129121.0,1.248666667,0,Thursday
2025-06-06,0.967181333,1,0,0,0,35156.0,-1.0,3.0,25472,21.0,23578,18,0,5,0,,0,0,,,,,,,,,,,,,,,76059.0,38952.0,48930.0,4.0,1.0,0.0,34317.0,55955.0,52120.0,24575.0,39032.0,37945.0,219477.0,26.0,137953.0,95042.0,0.967181333,0,Friday
2025-06-07,0.967181333,1,0,0,0,43423.0,6.0,2.0,13092,26.0,3991,12,0,5,0,,0,0,,,,,,,,,,,,,,,35156.0,76059.0,38952.0,3.0,4.0,1.0,25472.0,34317.0,55955.0,23578.0,24575.0,39032.0,215641.0,29.0,100031.0,59589.0,0.967181333,0,Saturday
2025-06-08,0.967181333,1,1,0,0,25887.0,-1.0,16.0,9117,36.0,3866,20,0,5,0,,0,0,,,,,,,,,,,,,,,43423.0,35156.0,76059.0,2.0,3.0,4.0,13092.0,25472.0,34317.0,3991.0,23578.0,24575.0,173756.0,26.0,79313.0,37866.0,0.967181333,0,Sunday
2025-06-09,1.115333333,1,1,0,0,35116.0,4.0,4.0,18033,33.0,3579,11,0,5,0,,0,0,,,,,,,,,,,,,,,25887.0,43423.0,35156.0,16.0,2.0,3.0,9117.0,13092.0,25472.0,3866.0,3991.0,23578.0,178992.0,32.0,72972.0,18157.0,1.115333333,0,Monday
2025-06-10,0.809333333,0,1,0,0,34174.0,7.0,1.0,13599,31.0,2852,8,0,5,0,,0,0,,,,,,,,,,,,,,,35116.0,25887.0,43423.0,4.0,16.0,2.0,18033.0,9117.0,13092.0,3579.0,3866.0,3991.0,173678.0,32.0,74258.0,17032.0,0.809333333,0,Tuesday
2025-06-11,1.001333333,0,1,0,0,40392.0,-8.0,9.0,19131,36.0,3869,8,0,5,0,,0,0,,,,,,,,,,,,,,,34174.0,35116.0,25887.0,1.0,4.0,16.0,13599.0,18033.0,9117.0,2852.0,3579.0,3866.0,176570.0,17.0,75162.0,15185.0,1.001333333,0,Wednesday
2025-06-12,0.973333333,0,1,0,0,38109.0,5.0,2.0,14378,36.0,2866,11,0,5,0,,0,0,,,,,,,,,,,,,,,40392.0,34174.0,35116.0,9.0,1.0,4.0,19131.0,13599.0,18033.0,3869.0,2852.0,3579.0,197642.0,17.0,93225.0,15363.0,0.973333333,0,Thursday
2025-06-13,0.906666667,0,0,0,0,28779.0,3.0,1.0,10021,45.0,2019,11,0,5,0,,0,0,,,,,,,,,,,,,,,38109.0,40392.0,34174.0,2.0,9.0,1.0,14378.0,19131.0,13599.0,2866.0,3869.0,2852.0,349482.0,31.0,117599.0,22262.0,0.906666667,0,Friday
2025-06-14,0.953333333,0,0,0,0,56188.0,42.0,4.0,36096,666.0,3757,13,0,5,1,,0,0,,,,,,,,,,,,,,,28779.0,38109.0,40392.0,1.0,2.0,9.0,10021.0,14378.0,19131.0,2019.0,2866.0,3869.0,402136.0,27.0,120841.0,27430.0,0.953333333,0,Saturday
2025-06-15,0.953333333,0,1,0,0,186014.0,234.0,15.0,37973,369.0,9751,27,0,5,0,,0,0,,,,,,,,,,,,,,,56188.0,28779.0,38109.0,4.0,1.0,2.0,36096.0,10021.0,14378.0,3757.0,2019.0,2866.0,439506.0,27.0,128882.0,91233.0,0.953333333,0,Sunday
2025-06-16,0.967181333,0,1,0,0,93046.0,88.0,5.0,22373,143.0,9037,20,0,5,0,,0,0,,,,,,,,,,,,,,,186014.0,56188.0,28779.0,15.0,4.0,1.0,37973.0,36096.0,10021.0,9751.0,3757.0,2019.0,474776.0,32.0,143299.0,158930.0,0.967181333,0,Monday
2025-06-17,0.993333333,0,1,0,0,75479.0,58.0,2.0,22419,108.0,66669,106,0,5,0,,0,0,,,,,,,,,,,,,,,93046.0,186014.0,56188.0,5.0,15.0,4.0,22373.0,37973.0,36096.0,9037.0,9751.0,3757.0,464515.0,32.0,150340.0,216018.0,0.993333333,0,Tuesday
2025-06-18,0.925333333,0,1,0,0,64049.0,26.0,6.0,24438,94.0,69716,110,0,5,0,,0,0,,,,,,,,,,,,,,,75479.0,93046.0,186014.0,2.0,5.0,15.0,22419.0,22373.0,37973.0,66669.0,9037.0,9751.0,315221.0,24.0,158357.0,265348.0,0.925333333,0,Wednesday
2025-06-19,0.993333333,0,1,0,0,45927.0,7.0,4.0,43137,73.0,60845,66,0,5,0,,0,0,,,,,,,,,,,,,,,64049.0,75479.0,93046.0,6.0,2.0,5.0,24438.0,22419.0,22373.0,69716.0,66669.0,9037.0,256357.0,23.0,198407.0,305165.0,0.993333333,0,Thursday
2025-06-20,1.0,0,0,0,0,36720.0,5.0,7.0,45990,58.0,59081,87,0,5,0,,0,0,,,,,,,,,,,,,,,45927.0,64049.0,75479.0,4.0,6.0,2.0,43137.0,24438.0,22419.0,60845.0,69716.0,66669.0,203732.0,22.0,235212.0,286905.0,1.0,0,Friday
2025-06-21,0.967181333,0,0,0,0,34182.0,13.0,4.0,62423,70.0,48854,53,0,5,0,,0,0,,,,,,,,,,,,,,,36720.0,45927.0,64049.0,7.0,4.0,6.0,45990.0,43137.0,24438.0,59081.0,60845.0,69716.0,186767.0,21.0,281128.0,246360.0,0.967181333,0,Saturday
2025-06-22,0.967181333,0,1,0,0,22854.0,-4.0,1.0,59224,41.0,48409,49,0,5,0,,0,0,,,,,,,,,,,,,,,34182.0,36720.0,45927.0,4.0,7.0,4.0,62423.0,45990.0,43137.0,48854.0,59081.0,60845.0,196978.0,18.0,324046.0,247663.0,0.967181333,0,Sunday
2025-06-23,0.860666667,0,1,0,0,47084.0,17.0,5.0,70354,88.0,29171,54,0,5,0,,0,0,,,,,,,,,,,,,,,22854.0,34182.0,36720.0,1.0,4.0,7.0,59224.0,62423.0,45990.0,48409.0,48854.0,59081.0,368070.0,13.0,406767.0,494423.0,0.860666667,0,Monday
2025-06-24,0.908666667,0,1,0,0,56138.0,20.0,1.0,86055,149.0,62148,112,0,5,0,,0,0,,,,,,,,,,,,,,,47084.0,22854.0,34182.0,5.0,1.0,4.0,70354.0,59224.0,62423.0,29171.0,48409.0,48854.0,433189.0,11.0,404246.0,675647.0,0.908666667,0,Tuesday
2025-06-25,0.972,0,1,0,0,207812.0,104.0,2.0,128711,216.0,305841,707,0,5,0,,0,0,,,,,,,,,,,,,,,56138.0,47084.0,22854.0,1.0,5.0,1.0,86055.0,70354.0,59224.0,62148.0,29171.0,48409.0,495944.0,12.0,382992.0,693916.0,0.972,0,Wednesday
2025-06-26,0.961333333,0,1,0,0,99301.0,11.0,2.0,59902,103.0,230078,463,0,5,0,,0,0,,,,,,,,,,,,,,,207812.0,56138.0,47084.0,2.0,1.0,5.0,128711.0,86055.0,70354.0,305841.0,62148.0,29171.0,484259.0,14.0,344726.0,703377.0,0.961333333,0,Thursday
2025-06-27,1.188,0,0,0,0,85609.0,21.0,2.0,37970,91.0,66678,124,0,5,0,,0,0,,,,,,,,,,,,,,,99301.0,207812.0,56138.0,2.0,2.0,1.0,59902.0,128711.0,86055.0,230078.0,305841.0,62148.0,455693.0,13.0,290000.0,670074.0,1.188,0,Friday
2025-06-28,0.841333333,0,0,0,0,35399.0,0.0,7.0,32088,66.0,38632,62,0,5,0,,0,0,,,,,,,,,,,,,,,85609.0,99301.0,207812.0,2.0,2.0,2.0,37970.0,59902.0,128711.0,66678.0,230078.0,305841.0,284175.0,14.0,199827.0,395423.0,0.841333333,0,Saturday
2025-06-29,1.046666667,0,1,0,0,27572.0,1.0,0.0,31329,75.0,28845,25,0,5,0,,0,0,,,,,,,,,,,,,,,35399.0,85609.0,99301.0,7.0,2.0,2.0,32088.0,37970.0,59902.0,38632.0,66678.0,230078.0,215437.0,17.0,180329.0,180904.0,1.046666667,0,Sunday
2025-06-30,0.877333333,0,1,0,0,36294.0,8.0,3.0,38538,82.0,31190,48,0,5,0,,0,0,,,,,,,,,,,,,,,27572.0,35399.0,85609.0,0.0,7.0,2.0,31329.0,32088.0,37970.0,28845.0,38632.0,66678.0,172787.0,16.0,179623.0,126242.0,0.877333333,0,Monday
2025-07-01,0.666666667,0,1,0,0,30563.0,6.0,5.0,40404,88.0,15559,24,0,5,0,,0,1,,,,,,,,,,,,,,,36294.0,27572.0,35399.0,3.0,0.0,7.0,38538.0,31329.0,32088.0,31190.0,28845.0,38632.0,173554.0,12.0,177468.0,97398.0,0.666666667,0,Tuesday
2025-07-02,0.954666667,0,1,0,0,42959.0,18.0,1.0,37264,65.0,12016,26,0,5,0,,0,0,,,,,,,,,,,,,,,30563.0,36294.0,27572.0,5.0,3.0,0.0,40404.0,38538.0,31329.0,15559.0,31190.0,28845.0,187308.0,16.0,173727.0,77977.0,0.954666667,0,Wednesday
2025-07-03,0.839666667,0,1,0,0,36166.0,0.0,3.0,29933,51.0,9788,13,0,5,0,,0,0,,,,,,,,,,,,,,,42959.0,30563.0,36294.0,1.0,5.0,3.0,37264.0,40404.0,38538.0,12016.0,15559.0,31190.0,185773.0,16.0,187490.0,73537.0,0.839666667,0,Thursday
2025-07-04,0.853333333,0,0,0,0,41326.0,4.0,4.0,27588,34.0,9424,19,0,5,0,,0,0,,,,,,,,,,,,,,,36166.0,42959.0,30563.0,3.0,1.0,5.0,29933.0,37264.0,40404.0,9788.0,12016.0,15559.0,187104.0,11.0,228298.0,98713.0,0.853333333,0,Friday
2025-07-05,0.93,0,0,0,0,34759.0,18.0,3.0,52301,118.0,26750,31,0,5,0,,0,0,,,,,,,,,,,,,,,41326.0,36166.0,42959.0,4.0,3.0,1.0,27588.0,29933.0,37264.0,9424.0,9788.0,12016.0,188622.0,13.0,277228.0,118831.0,0.93,0,Saturday
2025-07-06,1.02,0,1,0,0,31894.0,8.0,0.0,81212,220.0,40735,38,0,5,0,,0,0,,,,,,,,,,,,,,,34759.0,41326.0,36166.0,3.0,4.0,3.0,52301.0,27588.0,29933.0,26750.0,9424.0,9788.0,204228.0,12.0,312826.0,147701.0,1.02,0,Sunday
2025-07-07,0.690666667,0,1,0,0,44477.0,16.0,3.0,86194,173.0,32134,19,0,5,0,,0,0,,,,,,,,,,,,,,,31894.0,34759.0,41326.0,0.0,3.0,4.0,81212.0,52301.0,27588.0,40735.0,26750.0,9424.0,213825.0,10.0,313066.0,156423.0,0.690666667,0,Monday
2025-07-08,0.864666667,0,1,0,0,51772.0,29.0,2.0,65531,102.0,38658,24,0,5,0,,0,0,,,,,,,,,,,,,,,44477.0,31894.0,34759.0,3.0,0.0,3.0,86194.0,81212.0,52301.0,32134.0,40735.0,26750.0,221361.0,10.0,292700.0,139640.0,0.864666667,0,Tuesday
2025-07-09,0.853333333,0,1,0,0,50923.0,18.0,2.0,27828,60.0,18146,12,0,5,0,,0,0,,,,,,,,,,,,,,,51772.0,44477.0,31894.0,2.0,3.0,0.0,65531.0,86194.0,81212.0,38658.0,32134.0,40735.0,230219.0,14.0,239506.0,107754.0,0.853333333,0,Wednesday
2025-07-10,0.831666667,0,1,0,0,42295.0,25.0,3.0,31935,60.0,9967,12,0,5,0,,0,0,,,,,,,,,,,,,,,50923.0,51772.0,44477.0,2.0,2.0,3.0,27828.0,65531.0,86194.0,18146.0,38658.0,32134.0,229104.0,16.0,216032.0,85043.0,0.831666667,0,Thursday
2025-07-11,0.713333333,0,0,0,0,40752.0,16.0,4.0,28018,76.0,8849,10,0,5,0,,0,0,,,,,,,,,,,,,,,42295.0,50923.0,51772.0,3.0,2.0,2.0,31935.0,27828.0,65531.0,9967.0,18146.0,38658.0,205326.0,16.0,201221.0,51663.0,0.713333333,0,Friday
2025-07-12,0.738666667,0,0,0,0,43362.0,13.0,5.0,62720,78.0,9423,14,0,5,0,,0,0,,,,,,,,,,,,,,,40752.0,42295.0,50923.0,4.0,3.0,2.0,28018.0,31935.0,27828.0,8849.0,9967.0,18146.0,303290.0,23.0,312985.0,118404.0,0.738666667,0,Saturday
2025-07-13,0.822666667,0,1,0,0,27994.0,12.0,2.0,50720,99.0,5278,7,0,5,0,,0,0,,,,,,,,,,,,,,,43362.0,40752.0,42295.0,5.0,4.0,3.0,62720.0,28018.0,31935.0,9423.0,8849.0,9967.0,777872.0,65.0,561060.0,1002265.0,0.822666667,0,Sunday
2025-07-14,0.754,1,1,0,0,148887.0,224.0,9.0,139592,444.0,84887,171,0,5,0,,0,0,,,,,,,,,,,,,,,27994.0,43362.0,40752.0,2.0,5.0,4.0,50720.0,62720.0,28018.0,5278.0,9423.0,8849.0,1008280.0,72.0,708439.0,1144624.0,0.754,0,Monday
2025-07-15,1.556,0,1,0,0,516877.0,1117.0,45.0,280010,1202.0,893828,2181,0,5,0,,0,0,,,,,,,,,,,,,,,148887.0,27994.0,43362.0,9.0,2.0,5.0,139592.0,50720.0,62720.0,84887.0,5278.0,9423.0,1103059.0,74.0,771239.0,1188550.0,1.556,0,Tuesday
2025-07-16,1.517333333,0,1,0,0,271160.0,161.0,11.0,175397,664.0,151208,424,0,5,0,,0,0,,,,,,,,,,,,,,,516877.0,148887.0,27994.0,45.0,9.0,2.0,280010.0,139592.0,50720.0,893828.0,84887.0,5278.0,1191049.0,80.0,786926.0,1213708.0,1.517333333,0,Wednesday
2025-07-17,1.546,0,1,0,0,138141.0,86.0,7.0,125520,339.0,53349,123,0,5,0,,0,0,,,,,,,,,,,,,,,271160.0,516877.0,148887.0,11.0,45.0,9.0,175397.0,280010.0,139592.0,151208.0,893828.0,84887.0,1135979.0,87.0,705865.0,1168474.0,1.546,0,Thursday
2025-07-19,1.626666667,0,0,0,0,115984.0,85.0,8.0,66407,167.0,30436,62,0,5,0,,0,0,,,,,,,,,,,,,,,138141.0,271160.0,516877.0,7.0,11.0,45.0,125520.0,175397.0,280010.0,53349.0,151208.0,893828.0,717491.0,45.0,483310.0,340144.0,1.626666667,0,Saturday
2025-07-20,1.253333333,0,1,0,0,93817.0,67.0,16.0,58531,149.0,39653,96,0,5,0,,0,0,,,,,,,,,,,,,,,115984.0,138141.0,271160.0,8.0,7.0,11.0,66407.0,125520.0,175397.0,30436.0,53349.0,151208.0,555188.0,38.0,357795.0,248675.0,1.253333333,0,Sunday
2025-07-21,0.893333333,0,1,0,0,98389.0,79.0,3.0,57455,134.0,65498,94,0,5,0,,0,0,,,,,,,,,,,,,,,93817.0,115984.0,138141.0,16.0,8.0,7.0,58531.0,66407.0,125520.0,39653.0,30436.0,53349.0,504177.0,43.0,306118.0,248241.0,0.893333333,0,Monday
2025-07-22,0.7,0,1,0,0,108857.0,82.0,4.0,49882,127.0,59739,67,0,5,0,,0,0,,,,,,,,,,,,,,,98389.0,93817.0,115984.0,3.0,16.0,8.0,57455.0,58531.0,66407.0,65498.0,39653.0,30436.0,494266.0,37.0,326917.0,261378.0,0.7,0,Tuesday
2025-07-23,1.186666667,0,1,0,0,87130.0,56.0,12.0,73843,137.0,52915,32,0,5,0,,0,0,,,,,,,,,,,,,,,108857.0,98389.0,93817.0,4.0,3.0,16.0,49882.0,57455.0,58531.0,59739.0,65498.0,39653.0,498787.0,28.0,331008.0,249595.0,1.186666667,0,Wednesday
